no,ticker,title,date,source,high_priority_hits,medium_priority_hits,fundamental_hits,red_flags,urgency_score,total_score,category,action,key_findings
15,-,"IHSG Turun Lebih 1 Persen saat Pasar Menanti RDG BI, UNTR-ASII Cs Jadi Beban",2026-01-21,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
13,-,"Cek Rekening, Dividen Interim RDTX Rp53,76 Miliar Cair Hari Ini",2026-01-21,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
11,-,Saham Bank BBCA-BMRI Cs Kompak Merah saat BI Kembali Tahan Suku Bunga,2026-01-21,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
9,-,"BI Rate Tetap, IHSG Berakhir Lesu 1,36 Persen ke 9.010",2026-01-21,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
510,-,"BEI Suspensi Saham 48 Emiten yang Belum Sampaikan Laporan Keuangan, Ini Daftarny...",2026-01-30,IDX Channel,1,0,0,2,10,9,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
502,-,"38 Emiten Belum Penuhi Aturan Free Float 7,5 Persen, Berikut Daftarnya",2026-01-30,IDX Channel,1,0,0,2,10,9,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
462,-,"Pasar Saham Loyo, RAJA Berencana Buyback Rp250 Miliar",2026-01-29,IDX Channel,0,0,1,1,10,9,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
461,-,"IHSG Tersengat Pengumuman MSCI, Investor Bisa Alihkan Fokus ke Saham Berfundamen...",2026-01-29,IDX Channel,0,0,1,1,10,9,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
548,-,Purbaya Minta Investor Cermati Saham Blue Chip,2026-01-30,,0,0,1,1,10,9,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
551,-,MSCI dan Upaya Menjinakkan Praktik Goreng-Menggoreng,2026-01-30,,1,0,0,2,10,9,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
318,-,"Komisaris Lepas Saham ARCI di 2.030, Harga Uji Area 2.000",2026-01-27,,1,0,0,2,10,9,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,penjualan saham
151,-,"Saham ALII Keluar dari Papan FCA, ATAP hingga TRUE Masuk",2026-01-23,IDX Channel,1,0,0,2,10,9,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
394,-,"Pasar Bergerak Lagi, IHSG Terus Anjlok",2026-01-28,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
572,-,"Belanja AI Picu Kecemasan, Saham Teknologi Menekan Wall Street",2026-01-30,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
567,-,IHSG Sempat Anjlok Usai Bos BEI Iman Rachman Mundur,2026-01-30,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
571,-,BEI Tetapkan Status UMA pada STAA dan HAJJ,2026-01-30,,0,1,0,2,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
77,-,"KRYA Berhentikan An Shaohong Sebagai Komut, Ini Penggantinya",2026-01-22,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
67,-,"Pendapatan Rp1,31 Triliun, Paradise Indonesia (INPP) Bidik Pertumbuhan Double Di...",2026-01-22,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
597,-,"Wall Street Ditutup Melemah, Nasdaq Turun Didominasi Saham Teknologi",2026-01-31,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
575,-,"Prabowo Perintahkan Penataan Pasar Modal, Berantas Praktik Saham Gorengan",2026-01-31,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
85,-,Saham Emiten Emas ANTM-HRTA Cs Dilanda Aksi Ambil Untung,2026-01-22,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
88,-,Astra Agro Lestari (AALI) Bayar Denda Administratif Rp571 Miliar ke Satgas PKH,2026-01-22,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
493,-,Bos OJK Baru Tahu Kabar Dirut BEI Mundur Tadi Pagi Lewat YouTube,2026-01-30,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
495,-,"Antam (ANTM) Catat Penjualan 37,4 Ton Emas Sepanjang 2025",2026-01-30,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
90,-,"Harga Emas Antam (ANTM) Hari Ini Turun Jadi Rp2.790.000, Cek Rinciannya",2026-01-22,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
98,-,Pengetatan Rokok Ilegal dan Stabilitas Cukai Jadi Katalis Saham Rokok,2026-01-22,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
81,-,Nusantara Sawit (NSSS) Tunjuk Dudung Abdurachman Jadi Komisaris Independen,2026-01-22,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
79,-,"Saham ZATA Bergerak di Bidang Apa? Owner Brand Elzatta, Ini Bisnis dan Pengendal...",2026-01-22,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
399,-,Breaking News! BEI Terapkan Trading Halt,2026-01-28,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
431,-,"Langkah OJK-SRO Redakan Kepanikan, IHSG Pangkas Penurunan ke 1,06 Persen",2026-01-29,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
443,-,"Mayoritas Saham Merah, IHSG Jatuh ke Level 7.828 di Sesi Pertama",2026-01-29,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
447,-,"Prajogo Pangestu Borong Saham Petrindo (CUAN), Harga Rebound",2026-01-29,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
417,-,"Saham TIRT Naik 959 Persen dalam Dua Bulan, Ini Pengakuan Manajemen Tirta Mahaka...",2026-01-29,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
418,-,TBIG Perpanjang Periode Buyback Saham hingga 29 April 2026,2026-01-29,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
448,-,Harga Emas Antam (ANTM) Hari Ini Melonjak Rp165 Ribu Jadi Rp3.168.000 per Gram,2026-01-29,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
450,-,"MSCI Tekan IHSG, Saham-Saham Prajogo-Bakrie Jadi Beban",2026-01-29,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
106,-,ZATA Gelar Public Expose Insidentil usai Suspensi Saham,2026-01-22,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
397,-,MSCI Jadi Biang Kerok Trading Halt IHSG Hari ini?,2026-01-28,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
496,-,"Gaet Artotel Group, WINR Yakin Tiga Proyek Hotel di Batam Mampu Genjot Recurring...",2026-01-30,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
512,-,Purbaya Sebut Mundurnya Dirut BEI Bentuk Tanggung Jawab atas Masalah Terkait MSC...,2026-01-30,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
8,-,Red Planet Indonesia (PSKT) Milik Siapa? Intip Jaringan Hotel dan Daftar Pemegan...,2026-01-21,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
16,-,"Saham Jatuh usai Izin Agincourt Dicabut, Analis Soroti Area Kunci ASII dan UNTR",2026-01-21,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
588,-,"DAAZ Masuk Konsorsium Hilirisasi Nikel, Gandeng Antam hingga Huayou-EVE",2026-01-31,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
565,-,"Bitcoin Masih Rawan, Uji Area USD80.000",2026-01-30,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
199,-,Wall Street Ditutup Mixed Tertekan Prospek Kinerja Intel yang Suram,2026-01-24,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
245,-,"Kinerja Harga 7 Saham Emas Sejak Awal Tahun, Emiten Ini Juaranya",2026-01-26,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
270,-,"IHSG Ditutup 8.975: 10 Saham ini jadi Pemberat Pasar, BUMI-DOSS Terkoreksi Dalam",2026-01-26,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
285,-,"Bursa Setop Dua Saham, Satu Kembali Diperdagangkan Hari ini",2026-01-26,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
130,-,"RS Siloam Semanggi Terapkan Integrated CT-Linac, Mampu Tangani 15.000 Pasien per...",2026-01-23,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
389,-,"INDF-MDKA ‘Penyelamat’ IHSG, Ditutup di 8.320",2026-01-28,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
407,-,"BEI Setop Sementara Perdagangan Saham PLAN, LMPI, INAI",2026-01-28,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
409,-,"IHSG Ambles 6,76 Persen, Investor Khawatir Isu Independensi BI",2026-01-28,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
66,-,"Saham RMKE Ditutup Menguat Usai Suspensi Dicabut, Analis Soroti Prospek Usaha",2026-01-22,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
363,-,"IHSG Anjlok 7,34 Persen ke 8.321 di Sesi Pertama",2026-01-28,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
369,-,"IHSG Koreksi Tajam ke 8.393, Seluruh Sektor Dibuka ke Zona Merah",2026-01-28,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
370,-,Harga Emas Antam (ANTM) Hari Ini Melonjak Rp52 Ribu Jadi Rp2.968.000 per Gram,2026-01-28,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
371,-,Dampak Keputusan MSCI Dinilai Bisa Picu Outflow Masif,2026-01-28,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
379,-,"Suspensi Dua Saham Berakhir Hari Ini, LUCY Kembali ke Papan FCA",2026-01-28,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
115,-,"BEI Hentikan Sementara Perdagangan Saham: PBSA, BELL, MKAP, ENZO",2026-01-22,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
129,-,"Direktur United Tractors Borong Saham UNTR, Segini Nilainya",2026-01-23,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
527,-,"Profil Iman Rachman, Direktur Utama BEI yang Mengundurkan Diri",2026-01-30,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
383,-,"MEDS Terkoreksi 14,77 Persen, Komisaris Buang di Harga ini",2026-01-28,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
142,-,"Saham BUMI-PTRO Jatuh Berhari-hari, Peluang Masuk MSCI Masih Terbuka?",2026-01-23,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
140,-,Rekor Harga Emas Dunia Dongkrak Saham ANTM-MDKA Cs di Tengah Tekanan IHSG,2026-01-23,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
319,-,ITSEC Asia (CYBR) dan Infinix Bawa Keamanan Siber ke Ponsel Kelas Menengah,2026-01-27,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
326,-,"Saham Merah, Terlempar dari LQ45: ACES Masih Menarik?",2026-01-27,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
329,-,"Tertekan ADRO Hingga UNTR, IHSG Sesi I Tumbang",2026-01-27,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
357,-,"Kinerja 2025 Sesuai Ekspektasi, Laba Bersih BBCA Diramal Tembus Rp62 Triliun di ...",2026-01-28,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
153,-,"Saham Konglomerat BUMI, DEWA, hingga PTRO Jatuh, Antisipasi MSCI?",2026-01-23,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
534,-,Aksi Jual Mendadak Tekan Harga Emas usai Rekor di Atas USD5.500,2026-01-30,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
535,-,Berburu Saham Dividend Play di Tengah Guncangan MSCI,2026-01-30,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
545,-,"Breaking News! Petinggi OJK Mundur, Ada Mahendra dan Inarno",2026-01-30,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
311,-,"Harga Emas Antam (ANTM) Hari Ini Turun ke Rp2.916.000 per Gram, Cek Lengkapnya",2026-01-27,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
160,-,"IHSG Turun 0,46 Persen ke 8.951, 10 Saham ini Jadi Pemberat",2026-01-23,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
392,-,"Terkoreksi Sembilan Persen, PNLF Masih Betah di Harga Bawah?",2026-01-28,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
53,-,"BEI Suspensi ZATA, RLCO, hingga IBOS: HUMI–RMKE Kembali Diperdagangkan",2026-01-21,,0,1,0,2,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
4,-,"Tarif Angkutan Laut Tekan Kinerja, Laba PPGL Merosot 57,6 Persen",2026-01-21,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
204,-,"Anjlok, Saham Happy Hapsoro dan Empat Emiten Lain Longsor Kemarin",2026-01-24,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
227,-,"Belum Bentuk Tren Baru, Tekanan BTC Masih Kuat",2026-01-25,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
188,-,"10 Saham Ini Paling Rugi Sepekan, Ada YELO hingga SOHO",2026-01-24,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
254,-,Saham ANTM-ARCI Melesat Usai Harga Emas Pecahkan Rekor,2026-01-26,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
257,-,"BEI Kunci Perdagangan Saham dan Waran BAIK, Ini yang Terjadi",2026-01-26,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
288,-,"Bitcoin Sideways di USD89.000, Risiko Tekanan Turun Meningkat",2026-01-26,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
289,-,Wall Street Dibuka Beragam Jelang Rapat The Fed,2026-01-27,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
264,-,"Suspensi Dua Saham Dicabut Awal Pekan, GRPM Pindah ke Papan FCA",2026-01-26,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
258,-,"Emas Antam (ANTM) Awal Pekan Meroket Rp30 Ribu per Gram, Cek Harga Selengkapnya",2026-01-26,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
49,-,"IHSG Sesi I Terjungkal Safe Haven, Bursa Asia Merah",2026-01-21,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
37,-,"Presiden Komisaris Lippo Insurance (LPGI) Mengundurkan Diri, Ini Penggantinya",2026-01-21,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
167,-,"IHSG Terpental 115 Poin, Pasar Asia Sorak-sorai",2026-01-23,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
176,-,"Bitcoin Limbung, Dana Asing Keluar USD1 Miliar",2026-01-23,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
178,-,Rupiah Menguat Seiring Optimisme Pemerintah Atasi Under Invoicing,2026-01-23,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
243,-,"Winner (WINR) Kembangkan Lima Proyek Properti di Jabodetabek, Bidik Penjualan Rp...",2026-01-26,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
603,-,"Perdagangan Saham Bervariasi pada Pekan Ini, IHSG Anjlok 6,94 Persen",2026-01-31,,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
24,-,"Saham BULL dan ELIT Masuk Radar UMA, Investor Diminta Hati-Hati",2026-01-21,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
19,-,"Harga Emas Pegadaian Hari Ini Naik Tajam, Termurah Rp2.766.000 per Gram",2026-01-21,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
20,-,Saham United Tractors (UNTR) dan Astra (ASII) Anjlok usai Prabowo Cabut Izin Tam...,2026-01-21,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
189,-,Saham PTRO-BUMI Cs Jadi Beban IHSG Pekan Ini,2026-01-24,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
190,-,Harga Emas Antam (ANTM) Naik Jadi Rp2.887.000 per Gram,2026-01-24,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
211,-,Asuransi MAG (AMAG) Naikkan Batas Harga Maksimal Buyback Saham,2026-01-25,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
590,-,"Direktur BCA Serok Saham BBCA Rp2,1 Miliar saat Pasar Bergejolak",2026-01-31,IDX Channel,0,0,0,1,10,8,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1,-,"Balik Rugi Jadi Laba, Minna Padi (PADI) Raup Rp24,74 Miliar hingga Kuartal III-2...",2026-01-21,IDX Channel,1,0,0,3,10,7,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,rights issue
414,-,"Wall Street Dibuka Beragam, Investor Cermati Dampak Belanja AI Big Tech",2026-01-29,IDX Channel,0,0,0,2,10,6,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
581,-,"Deretan Saham Top Losers Sepekan, Ada AIMS hingga RMKE",2026-01-31,IDX Channel,0,0,0,2,10,6,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
70,-,"Baru Masuk Papan FCA, Saham MDIA-SOCI Kompak ARB",2026-01-22,IDX Channel,0,0,0,2,10,6,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
297,-,BEI Cecar GTSI soal Rekam Jejak Dirut Ari Askhara,2026-01-27,IDX Channel,0,0,0,2,10,6,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
138,-,"Saham PBSA Bergerak di Bidang Apa? Emiten Infrastruktur, Intip Deretan Proyeknya",2026-01-23,IDX Channel,0,0,0,2,10,6,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
555,-,"Belum Laporkan Data Keuangan, 48 Emiten Disuspensi BEI",2026-01-30,,0,0,0,2,10,6,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
242,-,"RUPSLB Green Power (LABA) Gagal Kuorum, Kepastian Nasib An Shaohong Belum Jelas",2026-01-26,IDX Channel,0,0,0,3,10,4,⚠️  MEDIUM POTENTIAL,MONITOR,-
