no,ticker,title,date,source,high_priority_hits,medium_priority_hits,fundamental_hits,red_flags,urgency_score,total_score,category,action,key_findings
2290,-,"Saham BELL Bergerak di Bidang Apa? Emiten Tekstil dan Garmen, Ini Sosok Pemilikn...",2026-01-15,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
3075,-,SUPA Percepat Kredit Digital via Kolaborasi Grab,2026-01-28,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2879,-,"Anak Usaha Butuh Modal Ekspansi, PGJO Gelontorkan Rp5,1 Miliar",2026-01-26,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,rights issue
2878,-,Emiten Konstruksi Asri (ASLI) Sambut WKM Sebagai Pengendali Baru,2026-01-26,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,pengambilalihan
2034,-,"IATA Pasang Target Produksi Batu Bara 7,85 Juta MT di 2026, Naik 179 Persen",2026-01-09,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,merger
2032,-,Agung Podomoro (APLN) Resmi Tuntaskan Penjualan Deli Park Mall,2026-01-09,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,divestasi
2030,-,"MNC Energy (IATA) Produksi Batu Bara 3,38 Juta Ton Sepanjang 2025",2026-01-09,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,merger
2026,-,MNC Energy (IATA) Tegaskan Operasional Tambang Tak Pakai Jalan Negara,2026-01-09,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,merger
2025,-,INCO Habiskan Biaya Eksplorasi Rp28 Miliar di Morowali hingga Luwu Timur,2026-01-09,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,merger
2024,-,MNC Energy (IATA) Targetkan Seluruh Tambang Batu Bara Raih Proper Biru pada 2026,2026-01-09,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,merger
1391,-,Pollux Hotels Group Resmi Catatkan Obligasi Keberlanjutan Rp500 Miliar,2025-12-11,,2,1,0,0,5,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,"obligasi, bond"
2195,-,Saham Agung Podomoro (APLN) Terbang 3 Hari di Tengah Aksi Divestasi,2026-01-13,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,divestasi
3188,-,Wakil Ketua OJK Mirza Adityaswara Mundur,2026-01-30,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3207,-,"Perluas Target Bisnis, MNC Asset Management Bidik Penambahan APERD di 2026",2026-01-30,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2213,-,ASSA Tambah Modal Duta Mitra Solusindo Sebesar Rp20 Miliar,2026-01-13,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,tambahan modal
2482,-,"Sambut Penghuni Baru Pasar Modal, BEI Kantongi 7 Calon Emiten di Pipeline IPO 20...",2026-01-18,IDX Channel,1,1,0,1,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2456,-,"BRI (BBRI) Realisasikan Rp512,8 Miliar untuk Buyback Saham pada 2025",2026-01-17,IDX Channel,1,1,0,1,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2455,-,Emiten Grup Bakrie Pimpin Daftar 10 Saham Paling Sering Ditransaksikan Sepekan,2026-01-17,IDX Channel,1,1,0,1,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2964,-,Tantangan Menanti di Juni Mendatang Usai Rebalancing MSCI untuk Saham RI Dibekuk...,2026-01-28,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2959,-,BEI Ungkap Strategi Redam Gejolak Pasar Pascapengumuman MSCI,2026-01-28,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2958,-,"Wall Street Dibuka Semringah, S&P Tembus Level 7.000 untuk Pertama Kalinya",2026-01-28,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2272,-,"Astra (ASII) Bakal Kembali Buyback Saham, Siapkan Dana Rp2 Triliun",2026-01-15,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2240,-,"Arita Prima (APII) Kantongi Kredit Modal Rp86,5 Miliar dari NISP",2026-01-14,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,tambahan modal
2264,-,Gold Rush 2026: Antara Perlindungan Nilai dan Risiko Tersembunyi,2026-01-14,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,obligasi
2233,-,Humpuss Maritim (HUMI) Tunjuk Mantan Bos Garuda Indonesia (GIAA) Jadi Direktur U...,2026-01-14,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,rights issue
3085,-,"OJK Sambut Positif Masukan MSCI, Siapkan Tiga Langkah Reformasi Pasar Modal",2026-01-29,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3100,-,"Plaza Indonesia (PLIN) Gelar RUPSLB 20 Februari 2026, Ini Agendanya",2026-01-29,IDX Channel,1,1,0,1,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2106,-,Asing Borong Saham Bank Besar dan Tambang dalam Sepekan,2026-01-11,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2104,-,"Asing Lepas Saham Konglo Ini, Bakrie hingga Salim Masuk Daftar Jual",2026-01-11,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2470,-,Bitcoin Pagi Dibuka Melemah Tipis: Sepanjang Hari Bergerak Terbatas,2026-01-17,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,obligasi
2038,-,"Jumlah Investor Pasar Modal Indonesia Tembus 20,36 Juta Orang di Akhir 2025",2026-01-09,IDX Channel,1,1,0,1,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,obligasi
1886,-,"BUAH Raih Tarif Sewa Kantor dan Gudang Pendingin di Bawah Harga Pasar, Ini Tujua...",2026-01-06,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,stock split
3124,-,"Ada Badai MSCI, Saham Apa Saja yang Bisa Tahan Banting?",2026-01-29,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3113,-,"Harga Naik Tak Wajar, Saham Buana Artha (STAR) Dikunci Bursa",2026-01-29,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3104,-,OJK-BEI Siap Tindaklanjuti Masukan MSCI soal Transparansi Kepemilikan Saham,2026-01-29,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2214,-,BRI (BBRI) Terbitkan Surat Berharga Komersial Senilai Rp500 Miliar,2026-01-13,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,surat utang
3205,-,"Airlangga soal Free Float Naik Jadi 15 Persen: Investasi Masuk, Likuiditas Menin...",2026-01-30,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
1947,-,"Saham CIMB Niaga (BNGA) Diborong di Harga ini, Apa Artinya Bagi Pasar?",2026-01-07,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2625,-,"BULL Balik Arah Usai Kena UMA, Saham ELIT Tancap Gas",2026-01-21,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2608,-,"Rupiah Melemah, Tidak Semua Saham Konsumer Diuntungkan",2026-01-20,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,obligasi
1764,-,"Sphere Corp Bawa Kabar Baik di Awal Tahun, Saham UNTR Ngegas",2026-01-03,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
1756,-,Asing Borong Saham Konglo dan Perkapalan di Hari Pertama Perdagangan 2026,2026-01-03,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3181,-,BEI Siap Temui MSCI Dalam Waktu Dekat,2026-01-29,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3180,-,BEI dan OJK Diminta Ambil Langkah Konkret untuk Redam Kecemasan Pasar Saham,2026-01-29,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3179,-,BCA (BBCA) Umumkan Buyback Saham Senilai Rp5 Triliun,2026-01-29,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3176,-,"IHSG Dua Kali Trading Halt, OJK Pastikan Pasar Terkendali",2026-01-29,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3175,-,"Usai Trading Halt, IHSG Ditutup Melemah 1,06 Persen",2026-01-29,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
1744,-,"Alamtri Resources (ADRO) Genjot Ekspansi, ini Targetnya",2026-01-02,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,divestasi
3119,-,"Peringatan MSCI Tekan Pasar, Goldman Sachs Downgrade Saham Indonesia",2026-01-29,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3116,-,"Pasar Masih Dibayangi Sentimen MSCI, Analis Cermati Saham ANTM-ESSA",2026-01-29,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
1938,-,Saham Logam Nikel hingga Tembaga Melaju Kencang,2026-01-07,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,merger
1937,-,Harga Emas Dunia Dekati Rekor di Tengah Memanasnya Geopolitik,2026-01-07,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,obligasi
1932,-,Unilever (UNVR) Umumkan Kesepakatan Divestasi Bisnis Teh Sariwangi,2026-01-07,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,divestasi
2965,-,"IHSG Turun hingga 8 Persen Imbas Pengumuman MSCI, Purbaya Beri Respons Begini",2026-01-28,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
1927,-,"Berburu Saham Konglomerat, Dua Nama Besar Ini Jadi Sorotan",2026-01-07,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2492,-,RMKE Pede Kunci Laba Bersih 2026 Rp800 Miliar: Ini Katalisnya,2026-01-18,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
1892,-,"Obligasi Konversi Jatuh Tempo 2026, Volatilitas Saham ATIC Kembali Masuk Radar R...",2026-01-06,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,obligasi
2212,-,SMR Utama (SMRU) Kehilangan Kontrak Tambang Batu Bara dari Titan Group,2026-01-13,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,merger
2207,-,"Harga Emas Tembus USD4.600, Ketidakpastian The Fed Picu Aksi Buru Safe Haven",2026-01-13,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,bond
3135,-,"Langkah OJK-SRO Redakan Kepanikan, IHSG Pangkas Penurunan ke 1,06 Persen",2026-01-29,IDX Channel,1,1,0,1,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2113,-,"Direktur ITSEC Asia Lepas Saham CYBR, Ada Apa?",2026-01-11,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,penjualan saham
2199,-,Penyelidikan terhadap Powell Picu Aksi Jual pada Dolar AS,2026-01-13,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,obligasi
1285,-,"RDPU Kian Unggul Lawan Deposito Bank Himbara, IPOT Sarankan ini",2025-12-03,,2,1,0,0,5,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,"obligasi, bond"
1814,-,GPSO Jajaki Pendanaan untuk Ekspansi usai Diakuisisi Tjokro Group,2026-01-05,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2518,-,"INOV Saham Perusahaan Apa? Produsen Tekstil Daur Ulang, Intip Profil dan Kegiata...",2026-01-19,IDX Channel,1,1,0,1,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2894,-,CBDK Guyur Modal Anak Usaha di Tengah Kas yang Anjlok,2026-01-26,,1,1,0,1,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,tambahan modal
2514,-,"Logindo (LEAD) Fokus Turunkan Utang, Pastikan Tidak Ada Rencana Beli Kapal Baru",2026-01-19,IDX Channel,1,1,0,1,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2486,-,"Pantau, Saham Komoditas Diserap, Bank Besar Dilepas",2026-01-18,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,penjualan saham
1850,-,Anak Usaha DKFT Raih Pinjaman dari Bank CCB (MCOR) Rp245 Miliar,2026-01-06,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2594,-,"Saham MGLV Keluar dari Papan FCA, NSSS Masuk",2026-01-20,IDX Channel,1,1,0,1,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2593,-,"BEI Cabut Suspensi Dua Saham, NSSS Pindah ke Papan FCA",2026-01-20,IDX Channel,1,1,0,1,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
1374,-,Ada Nama Anak Hashim Djojohadikusumo di Saham Properti TRIN: Pengendali Baru?,2025-12-10,,2,1,0,0,5,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,"merger, pengambilalihan"
1750,-,"Saham DFAM Bergerak di Bidang Apa? Pengelola Hotel Dafam, Inilah Pemiliknya",2026-01-03,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2132,-,"Saham APLN Milik Siapa? Pengembang Properti, Inilah Deretan Proyek dan Pemilikny...",2026-01-12,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,divestasi
2130,-,"PWON Bergerak di Bidang Apa? Owner Kota Kasablanka, Intip Sosok Pemiliknya",2026-01-12,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2126,-,"Grup Sinarmas (GEMS) Habiskan Rp31,44 Miliar Eksplorasi Batu Bara di kuartal IV-...",2026-01-12,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,merger
2122,-,"Bayar Utang, BSM Lines (BSML) Jual Kapal Tug Boat Rp10,5 Miliar",2026-01-12,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,private placement
1827,-,PTMP Laporkan Kinerja Keuangan: Fundamental Nyaris “Ambruk”,2026-01-05,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,tambahan modal
1824,-,"CRAB Sudah Pakai Dana IPO 95,53 Persen, Sisanya Disimpan di Giro Bank Mandiri",2026-01-05,IDX Channel,0,1,1,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1817,-,Lo Kheng Hong Bocorkan Sektor Saham Jagoan di 2026,2026-01-05,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,merger
1796,-,"Tersengat Sentimen Geopolitik, Rupiah Melemah ke Rp16.740 per USD",2026-01-05,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,pengambilalihan
1789,-,"MKNT Disuntik Dana Rp823 Miliar, Akuisisi Perusahaan Baja dan Udang di Banten",2026-01-05,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
3166,-,BEI Siap Temui MSCI Dalam Waktu Dekat,2026-01-29,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3165,-,BEI dan OJK Diminta Ambil Langkah Konkret untuk Redam Kecemasan Pasar Saham,2026-01-29,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3164,-,BCA (BBCA) Umumkan Buyback Saham Senilai Rp5 Triliun,2026-01-29,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2540,-,"350 Cicilan Dilunasi, Program HARCILNAS Adira Finance Jadi Strategi Jaga Daya Be...",2026-01-19,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,penggabungan
2539,-,"Angin Segar, Kapal Tanker Baru SOCI Kantongi Kontrak Sewa",2026-01-19,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2559,-,"Nikkei Cetak All-time High, Apa Pendorong Reli?",2026-01-19,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,obligasi
2523,-,Saham OASA-SOFA Cs Terbang di Tengah Katalis Proyek WTE,2026-01-19,IDX Channel,1,1,0,1,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
3161,-,"IHSG Dua Kali Trading Halt, OJK Pastikan Pasar Terkendali",2026-01-29,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3160,-,"Usai Trading Halt, IHSG Ditutup Melemah 1,06 Persen",2026-01-29,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2172,-,Wall Street Dibuka Bergerak Terbatas Usai Rilis Data Inflasi AS,2026-01-13,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,obligasi
2760,-,IHSG Turun 1 Persen di Tengah Kejatuhan Saham Konglo Prajogo Pangestu Cs,2026-01-23,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2790,-,Folago (IRSX) Kembangkan Mikro Drama ala 'Drachin',2026-01-23,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2001,-,"Net Foreign Buy Menggila di BKSL, Ada Apa di Balik Layar?",2026-01-08,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,penempatan saham
2180,-,Saham ITMA Bergerak di Bidang Apa? Inilah Profil Bisnis dan Daftar Pemiliknya,2026-01-13,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2176,-,"Anak Usaha Butuh Pendanaan, UNTR Suntik Modal Rp500 Miliar",2026-01-13,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,penambahan modal
3231,-,DSSA Berencana Stock Split dengan Rasio 1:25,2026-01-30,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,stock split
3229,-,"Breaking News, Direktur Utama BEI Iman Rachman Mundur",2026-01-30,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3227,-,"Dirut BEI Iman Rachman Mundur, Titip Harapan Agar Pasar Modal Terus Membaik",2026-01-30,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2340,-,RLCO Baru Gunakan Dana IPO Rp10 Miliar untuk Modal Kerja,2026-01-15,IDX Channel,1,1,0,1,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2334,-,"Emiten Snack MAXI Belanjakan Dana IPO Rp41,71 Miliar untuk Modal Kerja",2026-01-15,IDX Channel,1,1,0,1,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2149,-,"Harga Emas Dunia di Atas USD4.500, Optimisme Analis Menguat",2026-01-12,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,pengambilalihan
3300,-,"Pasar Modal di Persimpangan, IBC Beri Enam Rekomendasi Strategis",2026-01-31,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3296,-,Jumlah Investor Pasar Modal Capai 21 Juta per Januari 2026,2026-01-31,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2157,-,"Tutupi Utang, BSML Jual Aset Lagi: Begini Respons Pasar",2026-01-12,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,divestasi
2804,-,"Tensi Geopolitik Memanas, Rupiah Rawan Tertekan",2026-01-24,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,obligasi
2803,-,"Wall Street Pulih, Sinyal Damai Tarif Redam Volatilitas Pasar",2026-01-23,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
1989,-,BUMI hingga PTRO Jadi Kandidat Kuat Penghuni MSCI di Februari,2026-01-08,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
2020,-,"SSIA Alihkan Saham Batiqa Hotel ke Anak Usaha, Nilainya Rp2,5 Miliar",2026-01-09,IDX Channel,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,rights issue
3265,-,Terguncang Usai Bos BEI Mundur: IHSG Cerminkan Kepanikan Pasar,2026-01-30,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3260,-,Pengamat Sebut Gejolak IHSG Masuk Fase Kritis,2026-01-30,,1,0,0,0,10,13,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
3261,-,Ada Nama Erwin Ciputra di Kepemilikan Saham CDIA,2026-01-30,,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
600,-,PANI Umumkan Rights Issue Senilai Rp15 Ribu per Saham,2025-10-14,,4,0,0,0,0,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,"rights issue, HMETD, hak memesan efek"
2162,-,IHSG Sesi Siang Menguat: Selanjutnya Tembus 9.000?,2026-01-12,,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3045,-,"Wall Street Ditutup Mixed, S&P 500 Naik dan Dow Jones Turun",2026-01-28,IDX Channel,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1562,-,"Dana Asing Masuk Rp470,40 Miliar, BACA Masih Dalam Tekanan Jual",2025-12-24,,1,2,0,0,5,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
3232,-,"BNI (BBNI) Umumkan Rencana Buyback Saham Rp1,5 Triliun",2026-01-30,IDX Channel,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2133,-,"Saham Pakuwon (PWON) Terbang usai Komentar Yudo Sadewa, Simak Kata Analis",2026-01-12,IDX Channel,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3254,-,Danantara Siap Jadi Pemegang Saham BEI Setelah Demutualisasi,2026-01-30,,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2179,-,"CDIA Serap Dana IPO Rp1,21 Triliun, 51 Persen dari Target",2026-01-13,IDX Channel,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2784,-,"WINS Masuk JV Pelayaran Malaysia, Kuasai 49 Persen Saham",2026-01-23,,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
583,-,"Ramai-ramai Buang Saham CBRE, Longsor 14,68 Persen Hari ini",2025-10-13,,4,0,0,0,0,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,"HMETD, hak memesan efek, penambahan modal"
3159,-,"IHSG Sedang Tertekan, OJK Sebut Pemerintah Dukung Reformasi",2026-01-29,,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2049,-,"Bos Medela Potentia Borong Saham MDLA, Kepemilikan Naik Signifikan",2026-01-09,,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2050,-,"Laba INPS Comeback, Investor Diminta Tak Terpukau Angka",2026-01-09,,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2558,-,"Net Buy Asing Rp3,2 Triliun, IHSG Diprediksi Konsolidasi di 9.200",2026-01-19,,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1808,-,January Effect Buka Peluang IHSG Pecah Rekor Pekan Ini,2026-01-05,IDX Channel,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1319,-,"RLCO akan Melantai di BEI, Free Float Capai 20,04 Persen",2025-12-07,,1,2,0,0,5,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,free float
1842,-,January Effect Dorong IHSG! Berikut Rekomendasi Saham dan ETF Pilihan,2026-01-05,,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3158,-,"Siap-Siap Cek Saldo, Dividen Tunai Interim CDIA Rp1,34 per Saham Cair Hari ini",2026-01-29,IDX Channel,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1367,-,"Robinhood Aplikasi di Indonesia Hadir 2027, ini yang Ditunggu",2025-12-09,,1,2,0,0,5,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
2581,-,"Bursa Saham Asia Melemah, Dibayangi Sentimen Risiko Global",2026-01-20,IDX Channel,2,0,0,2,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,"obligasi, akuisisi"
3148,-,Harga Minyak Dunia Bertahan di Level Tertinggi 4 Bulan,2026-01-29,IDX Channel,0,1,0,0,10,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1275,-,"MYOR Terbitkan Obligasi Rp827,5 Miliar, Ruang Utang Aman?",2025-12-03,,3,0,0,1,5,12,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,"tambahan modal, obligasi, penerbitan obligasi"
