date,sender_id,username,message
2026-01-29 02:26:18+00:00,5403188989,balmondsky,"masih, 10 th lagi"
2026-01-29 02:25:35+00:00,1415846358,,
2026-01-29 02:25:10+00:00,5901711445,bihasann,kebakarannn
2026-01-29 02:23:47+00:00,6992260953,,Bumi apakah masih bisa 400
2026-01-29 02:23:44+00:00,6358904878,,Ayoo ritell 🤣
2026-01-29 02:23:19+00:00,8348398894,,Ya mantulnya nunggu dana investor asing masuk lagi. 😁
2026-01-29 02:22:01+00:00,7991300083,,"Yang tenang
Turunnya makin dalam, mantulnya semakin tinggi"
2026-01-29 02:21:44+00:00,8348398894,,Minus 7
2026-01-29 02:21:03+00:00,6358904878,,
2026-01-29 02:21:03+00:00,6358904878,,😭
2026-01-29 02:20:43+00:00,8348398894,,"Biasanya jatuh karena dana asing ditarik besar besaran, apalagi isu MSCI terkait valuasi saham Indonesia masih membayangi."
2026-01-29 02:20:30+00:00,6358904878,,Portonya merah merona😭
2026-01-29 02:20:21+00:00,1106194997,,"Gak bisa di tebang skrng market bang, gak berani ngasih saran🤣🤣"
2026-01-29 02:20:04+00:00,1350783211,siska_dona,Menuju trading halt ke 2 😭
2026-01-29 02:19:59+00:00,8540635461,,Katanya bakal dobel digit devidennya
2026-01-29 02:19:43+00:00,8540635461,,Klo BMRI bro ??
2026-01-29 02:18:06+00:00,8540635461,,Ulah siapa itu bro 🤦🏻‍♂️
2026-01-29 02:17:54+00:00,1106194997,,Hari senin kapan lg BCA 4000 🤣🤣
2026-01-29 02:17:19+00:00,8348398894,,"Sudah minus 6 persen, anti kalau samapi angka 8 dihalt lagi marketnya."
2026-01-29 02:17:14+00:00,8540635461,,"Eh iya besok jumat yaa , serok besok aja kali ya"
2026-01-29 02:16:57+00:00,1328884842,ralinputri,Taunya besok “kapan lg bbca 5000”😭😭
2026-01-29 02:16:39+00:00,6984255583,,kapan lagi bca 6000
2026-01-29 02:16:35+00:00,5078745631,,Bsok aja beli bca 😄
2026-01-29 02:16:29+00:00,1299538303,rredvelvetoreo,Skrg udh 6000an
2026-01-29 02:16:19+00:00,6984255583,,aja
2026-01-29 02:16:17+00:00,6984255583,,cek ana
2026-01-29 02:16:16+00:00,1299538303,rredvelvetoreo,"Itu yg arb arb kek ratu, raja bsk masih arb ga ya Jumat?"
2026-01-29 02:16:09+00:00,8540635461,,"Massa , kemaren masih 7rb loh"
2026-01-29 02:15:28+00:00,6984255583,,bca 6000 gada amunisi jir
2026-01-29 02:15:27+00:00,8540635461,,Yg pake margin gmna kabarnya ya
2026-01-29 02:15:14+00:00,1299538303,rredvelvetoreo,Mana sama lagi
2026-01-29 02:14:54+00:00,6992260953,,"Lihat market, mata jadi sepet☺️"
2026-01-29 02:14:52+00:00,1299538303,rredvelvetoreo,Kapan rebound yak🥺
2026-01-29 02:14:40+00:00,8540635461,,Mending jangan trading dulu market blom stabil 🫠
2026-01-29 02:13:44+00:00,8540635461,,"Hold , ini market crash bukan saham yg di goreng naik lalu du dump ini semua saham kebakar 🫠"
2026-01-29 02:13:03+00:00,5078745631,,Hold dong
2026-01-29 02:12:43+00:00,1106194997,,"Hold terus bang, terserah mau gmna, udh terlanjur perang nih, pokoknya smpi darah penghabisan gak nyerah"
2026-01-29 02:12:43+00:00,1350783211,siska_dona,"Hold,"
2026-01-29 02:11:54+00:00,5527675808,,Kalian hold apa panic sell jg guys
2026-01-29 02:11:49+00:00,1106194997,,"Gajihan belum lg ini kita bang, mau serok rdn udh kosong"
2026-01-29 02:11:12+00:00,7872470988,badagculatujuh,wah megang bnbr juga bro?
2026-01-29 02:10:14+00:00,6984255583,,arb smpe jum at inii
2026-01-29 02:09:58+00:00,8540635461,,Minus nya buanyak banget 🤦🏻‍♂️
2026-01-29 02:07:06+00:00,6474208429,,Di bawa kejurang sampai jumat ini
2026-01-29 02:06:03+00:00,5527675808,,Udah ttup aplikasi aja guys
2026-01-29 02:05:57+00:00,5527675808,,Smpai males ikut antri
2026-01-29 02:05:52+00:00,5386032364,FufuMod,
2026-01-29 02:05:13+00:00,1465328724,,Makin turun 😭😭
2026-01-29 01:56:04+00:00,7788064691,,iya minggu depan mas kayaknya rebound
2026-01-29 01:53:53+00:00,2099694154,meongbae,Tetep arb ini mungkin Jumat baru sw senin baru rebound
2026-01-29 01:53:46+00:00,6189942230,,iepnya masih pada arb
